hiy,diy,hid,L06,L01,L02,L03,L05,L04,,"﻿'L01': ['DK1', 'DK2'],"
1981,83,13,1242,590,1000,541,585,1532,,
1982,83,14,1121,590,1010,488,585,1532,,
1983,83,15,1132,590,1050,493,585,1532,,
1984,83,16,1112,590,1090,484,585,1532,,
1985,83,17,1217,590,1070,530,585,1532,,
1986,83,18,1332,590,1060,580,585,1532,,
1987,83,19,1227,590,1020,534,585,1532,,
1988,83,20,1036,590,1030,451,585,1532,,
1989,83,21,928,590,1010,404,585,1532,,
1990,83,22,743,590,1020,323,585,1532,,
1991,83,23,662,590,1030,288,585,1532,,
1992,84,0,554,590,1160,241,585,1532,,
1993,84,1,506,590,1180,220,585,1532,,
1994,84,2,477,590,1210,208,585,1532,,
1995,84,3,447,590,1210,194,585,1532,,
1996,84,4,410,590,1210,178,585,1532,,
1997,84,5,380,590,1220,165,585,1532,,
1998,84,6,361,590,1250,157,585,1532,,
1999,84,7,439,590,1210,191,585,1532,,
2000,84,8,555,590,1170,242,585,1532,,
2001,84,9,739,590,1110,322,585,1532,,
2002,84,10,697,590,980,303,585,1532,,
2003,84,11,688,590,830,300,585,1532,,
2004,84,12,718,590,710,312,585,1532,,
2005,84,13,764,590,690,333,585,1532,,
2006,84,14,785,590,760,342,585,1532,,
2007,84,15,673,590,840,293,585,1532,,
2008,84,16,762,590,960,332,585,1532,,
2009,84,17,842,590,1080,366,585,1532,,
2010,84,18,927,590,1160,404,585,1532,,
2011,84,19,910,590,1110,396,585,1532,,
2012,84,20,710,590,1110,309,585,1532,,
2013,84,21,673,590,1100,293,585,1532,,
2014,84,22,631,590,1130,275,585,1532,,
2015,84,23,673,590,1140,293,585,1532,,
2016,85,0,615,590,1130,268,585,1532,,
2017,85,1,654,590,1150,285,585,1532,,
2018,85,2,654,590,1150,285,585,1532,,
2019,85,3,657,590,1180,286,585,1532,,
2020,85,4,646,590,1220,281,585,1532,,
2021,85,5,638,590,1260,278,585,1532,,
2022,85,6,552,590,1280,240,585,1532,,
2023,85,7,534,590,1290,232,585,1532,,
2024,85,8,623,590,1280,271,585,1532,,
2025,85,9,737,590,1270,321,585,1532,,
2026,85,10,763,590,1280,332,585,1532,,
2027,85,11,747,590,1260,325,585,1532,,
2028,85,12,647,590,1200,282,585,1532,,
2029,85,13,602,590,1160,262,585,1532,,
2030,85,14,580,590,1150,253,585,1532,,
2031,85,15,507,590,1180,221,585,1532,,
2032,85,16,583,590,1250,254,585,1532,,
2033,85,17,644,590,1270,280,585,1532,,
2034,85,18,634,590,1270,276,585,1532,,
2035,85,19,613,590,1260,267,585,1532,,
2036,85,20,381,590,1260,166,585,1532,,
2037,85,21,305,590,1260,133,585,1532,,
2038,85,22,270,590,1250,117,585,1532,,
2039,85,23,333,590,1250,145,585,1532,,
2040,86,0,583,590,1200,254,585,1532,,
2041,86,1,544,590,1190,237,585,1532,,
2042,86,2,541,590,1190,235,585,1532,,
2043,86,3,574,590,1200,250,585,1532,,
2044,86,4,613,590,1210,267,585,1532,,
2045,86,5,657,590,1200,286,585,1532,,
2046,86,6,957,590,1180,417,585,853,,
2047,86,7,1426,590,1200,621,585,853,,
2048,86,8,1700,590,1190,740,585,853,,
2049,86,9,1700,590,1180,740,585,853,,
2050,86,10,1700,590,1170,740,585,853,,
2051,86,11,1700,590,1150,740,585,853,,
2052,86,12,1700,590,1160,740,585,853,,
2053,86,13,1700,590,1090,740,585,853,,
2054,86,14,1170,590,1100,509,585,853,,
2055,86,15,1108,590,1120,483,585,853,,
2056,86,16,989,590,1180,430,585,853,,
2057,86,17,1034,590,1180,450,585,853,,
2058,86,18,1042,590,1190,453,585,853,,
2059,86,19,916,590,1200,399,585,853,,
2060,86,20,787,590,1210,343,585,853,,
2061,86,21,773,590,1210,336,585,853,,
2062,86,22,710,590,1220,309,585,853,,
2063,86,23,639,590,1230,278,585,853,,
2064,87,0,52,590,1230,22,585,853,,
2065,87,1,73,590,1230,32,585,853,,
2066,87,2,111,590,1230,48,585,853,,
2067,87,3,136,590,1230,59,585,853,,
2068,87,4,302,590,1230,131,585,853,,
2069,87,5,390,590,1230,170,585,853,,
2070,87,6,648,590,1210,282,585,853,,
2071,87,7,400,590,1210,423,585,853,,
2072,87,8,400,590,1210,486,585,853,,
2073,87,9,400,590,1200,467,585,853,,
2074,87,10,400,590,1190,446,585,853,,
2075,87,11,400,590,1190,367,585,853,,
2076,87,12,400,590,1200,379,585,853,,
2077,87,13,400,590,1200,360,585,853,,
2078,87,14,400,590,1210,344,585,853,,
2079,87,15,400,590,1200,356,585,853,,
2080,87,16,400,590,1210,343,585,853,,
2081,87,17,400,590,1210,357,585,853,,
2082,87,18,400,590,1220,396,585,853,,
2083,87,19,400,590,1220,337,585,853,,
2084,87,20,400,590,1210,257,585,853,,
2085,87,21,400,590,1200,220,585,853,,
2086,87,22,324,590,1120,141,585,853,,
2087,87,23,265,590,980,116,585,853,,
2088,88,0,400,590,900,444,585,853,,
2089,88,1,400,590,820,439,585,853,,
2090,88,2,400,590,560,416,585,853,,
2091,88,3,400,590,330,339,585,853,,
2092,88,4,400,590,140,328,585,853,,
2093,88,5,400,590,30,376,585,853,,
2094,88,6,400,590,50,503,585,853,,
2095,88,7,400,590,0,740,585,853,,
2096,88,8,400,590,0,740,585,853,,
2097,88,9,400,590,0,740,585,853,,
2098,88,10,400,590,0,740,585,853,,
2099,88,11,400,590,0,727,585,853,,
2100,88,12,400,590,0,638,585,813,,
2101,88,13,400,590,0,540,585,853,,
2102,88,14,400,590,0,456,585,853,,
2103,88,15,861,590,0,375,585,853,,
2104,88,16,721,590,0,314,585,853,,
2105,88,17,683,590,0,297,585,853,,
2106,88,18,771,590,0,336,585,853,,
2107,88,19,648,590,0,282,585,853,,
2108,88,20,476,590,0,207,585,853,,
2109,88,21,352,590,0,153,585,853,,
2110,88,22,280,590,0,122,585,853,,
2111,88,23,248,590,0,108,585,853,,
2112,89,0,374,590,700,163,585,853,,
2113,89,1,368,590,700,160,585,853,,
2114,89,2,429,590,700,187,585,853,,
2115,89,3,478,590,700,208,585,853,,
2116,89,4,584,590,700,254,585,853,,
2117,89,5,707,590,700,308,585,853,,
2118,89,6,984,590,700,428,585,853,,
2119,89,7,1228,590,700,535,585,853,,
2120,89,8,1247,590,0,543,585,853,,
2121,89,9,1212,590,0,528,585,853,,
2122,89,10,1184,590,0,516,585,853,,
2123,89,11,1194,590,0,520,585,853,,
2124,89,12,1145,590,0,498,585,853,,
2125,89,13,1232,590,0,536,585,853,,
2126,89,14,1277,590,0,556,585,853,,
2127,89,15,1201,590,0,523,585,853,,
2128,89,16,1160,590,0,505,585,853,,
2129,89,17,1088,590,0,474,585,853,,
2130,89,18,995,590,0,433,585,853,,
2131,89,19,1059,590,0,461,585,853,,
2132,89,20,972,590,190,423,585,853,,
2133,89,21,700,590,340,305,585,853,,
2134,89,22,443,590,390,193,585,853,,
2135,89,23,218,590,300,95,585,853,,
2136,90,0,199,590,580,87,585,853,,
2137,90,1,222,590,490,97,585,853,,
2138,90,2,239,590,420,104,585,853,,
2139,90,3,229,590,440,100,585,853,,
2140,90,4,369,590,420,161,585,853,,
2141,90,5,524,590,330,228,585,853,,
2142,90,6,733,590,420,319,585,853,,
2143,90,7,866,590,0,377,585,853,,
2144,90,8,934,590,0,406,585,853,,
2145,90,9,975,590,0,425,585,853,,
2146,90,10,1061,590,0,462,585,853,,
2147,90,11,994,590,0,433,585,853,,
2148,90,12,1087,590,0,473,585,853,,
2149,90,13,1061,590,0,462,585,853,,
2150,90,14,967,590,640,421,585,853,,
2151,90,15,885,590,840,385,585,853,,
2152,90,16,771,590,910,336,585,853,,
2153,90,17,649,590,990,283,585,853,,
2154,90,18,524,590,1100,228,585,853,,
2155,90,19,488,590,1080,212,585,853,,
2156,90,20,459,590,1160,200,585,853,,
2157,90,21,451,590,1210,196,585,853,,
2158,90,22,373,590,1170,162,585,853,,
2159,90,23,353,590,1120,154,585,853,,
2160,91,0,172,590,1140,75,585,853,,
2161,91,1,249,590,1180,108,585,853,,
2162,91,2,278,590,1220,121,585,853,,
2163,91,3,286,590,1230,124,585,853,,
2164,91,4,400,590,1230,174,585,853,,
2165,91,5,415,590,1230,181,585,853,,
2166,91,6,572,590,1230,249,585,481,,
2167,91,7,710,590,1220,309,585,481,,
2168,91,8,804,590,1220,350,585,481,,
2169,91,9,903,590,1220,393,585,481,,
2170,91,10,962,590,1240,419,585,481,,
2171,91,11,1038,590,1180,452,585,481,,
2172,91,12,940,590,1050,409,585,481,,
2173,91,13,885,590,1020,385,585,481,,
2174,91,14,811,590,1010,353,585,481,,
2175,91,15,802,590,1060,349,585,481,,
2176,91,16,775,590,1190,338,585,481,,
2177,91,17,718,590,1230,313,585,481,,
2178,91,18,714,590,1220,311,585,481,,
2179,91,19,642,590,1200,280,585,481,,
2180,91,20,521,590,1200,227,585,481,,
2181,91,21,427,590,1200,186,585,481,,
2182,91,22,267,590,1210,116,585,481,,
2183,91,23,241,590,1220,105,585,481,,
2184,92,0,384,590,1190,167,585,481,,
2185,92,1,424,590,1200,184,585,481,,
2186,92,2,435,590,1200,189,585,481,,
2187,92,3,383,590,1200,167,585,481,,
2188,92,4,496,590,1190,216,585,481,,
2189,92,5,537,590,1190,234,585,481,,
2190,92,6,655,590,1190,285,585,481,,
2191,92,7,826,590,1190,360,585,481,,
2192,92,8,891,590,1180,388,585,481,,
2193,92,9,991,590,1180,431,585,481,,
2194,92,10,1099,590,1140,478,585,481,,
2195,92,11,1171,590,1090,510,585,481,,
2196,92,12,1081,590,1010,471,585,481,,
2197,92,13,1088,590,940,474,585,481,,
2198,92,14,1006,590,930,438,585,481,,
2199,92,15,959,590,930,417,585,481,,
2200,92,16,943,590,970,410,585,481,,
2201,92,17,839,590,1060,365,585,481,,
2202,92,18,812,590,1160,353,585,481,,
2203,92,19,770,590,1190,335,585,481,,
2204,92,20,587,590,1200,255,585,853,,
2205,92,21,459,590,1200,200,585,853,,
2206,92,22,291,590,1200,127,585,853,,
2207,92,23,273,590,1190,119,585,853,,
2208,93,0,299,590,1220,130,585,853,,
2209,93,1,284,590,1230,123,585,853,,
2210,93,2,300,590,1250,130,585,853,,
2211,93,3,389,590,1250,169,585,853,,
2212,93,4,542,590,1260,236,585,853,,
2213,93,5,675,0,1240,294,585,853,,
2214,93,6,937,0,1210,408,585,853,,
2215,93,7,1135,0,410,494,585,853,,
2216,93,8,1148,0,410,500,585,853,,
2217,93,9,1198,0,410,521,585,853,,
2218,93,10,1237,0,410,538,585,853,,
2219,93,11,1295,0,410,564,585,853,,
2220,93,12,1274,0,400,555,585,853,,
2221,93,13,1262,0,380,550,585,853,,
2222,93,14,1242,0,370,540,585,853,,
2223,93,15,1182,0,370,515,585,853,,
2224,93,16,1125,0,390,490,585,853,,
2225,93,17,1113,0,1210,484,585,853,,
2226,93,18,1128,0,1200,491,585,853,,
2227,93,19,1271,0,1210,553,585,853,,
2228,93,20,1268,0,1210,552,585,853,,
2229,93,21,1070,0,1200,466,585,853,,
2230,93,22,872,0,1200,380,585,853,,
2231,93,23,661,0,1210,288,585,853,,
2232,94,0,463,0,1200,202,585,853,,
2233,94,1,438,0,1200,191,585,853,,
2234,94,2,471,0,1190,205,585,853,,
2235,94,3,557,0,1200,242,585,853,,
2236,94,4,698,0,1190,304,585,853,,
2237,94,5,808,0,1200,352,585,853,,
2238,94,6,1099,0,1210,478,585,853,,
2239,94,7,1282,0,430,558,585,853,,
2240,94,8,1288,0,420,561,585,853,,
2241,94,9,1277,0,420,556,585,853,,
2242,94,10,1270,0,400,553,585,853,,
2243,94,11,1287,0,350,560,585,853,,
2244,94,12,1227,0,340,534,585,853,,
2245,94,13,1182,0,330,515,585,853,,
2246,94,14,1156,0,310,503,585,853,,
2247,94,15,1084,0,320,472,585,853,,
2248,94,16,972,0,320,423,585,853,,
2249,94,17,935,0,1200,407,585,853,,
2250,94,18,945,0,1200,411,585,853,,
2251,94,19,1068,0,1200,465,585,853,,
2252,94,20,1071,0,1210,466,585,853,,
2253,94,21,932,0,1190,405,585,853,,
2254,94,22,684,0,1190,298,585,853,,
2255,94,23,531,0,1200,231,585,853,,
2256,95,0,391,0,1200,170,585,853,,
2257,95,1,331,0,1190,144,585,853,,
2258,95,2,356,0,1190,155,585,853,,
2259,95,3,394,0,1190,172,585,853,,
2260,95,4,538,0,1190,234,585,853,,
2261,95,5,685,0,1200,298,585,853,,
2262,95,6,868,0,1200,378,585,853,,
2263,95,7,1104,0,340,481,585,853,,
2264,95,8,1186,0,230,516,585,853,,
2265,95,9,1173,0,110,511,585,853,,
2266,95,10,1161,0,0,505,585,853,,
2267,95,11,1191,0,0,519,585,853,,
2268,95,12,1080,0,0,470,585,853,,
2269,95,13,990,0,0,431,585,853,,
2270,95,14,913,0,0,397,585,853,,
2271,95,15,840,0,0,366,585,853,,
2272,95,16,720,0,0,314,585,853,,
2273,95,17,707,0,0,308,585,853,,
2274,95,18,666,0,0,290,585,853,,
2275,95,19,877,0,0,382,585,853,,
2276,95,20,812,0,0,354,585,853,,
2277,95,21,629,0,0,274,585,853,,
2278,95,22,473,0,0,206,585,853,,
2279,95,23,300,0,0,131,585,853,,
2280,96,0,276,0,0,120,585,853,,
2281,96,1,259,0,0,113,585,853,,
2282,96,2,212,0,0,92,585,853,,
2283,96,3,320,0,0,139,585,853,,
2284,96,4,464,0,0,202,585,853,,
2285,96,5,688,0,0,299,585,853,,
2286,96,6,1004,0,90,437,585,853,,
2287,96,7,1202,0,20,523,585,853,,
2288,96,8,1347,0,0,586,585,853,,
2289,96,9,1450,0,0,631,585,853,,
2290,96,10,1395,0,0,607,585,853,,
2291,96,11,1303,0,0,567,585,853,,
2292,96,12,1246,0,0,542,585,853,,
2293,96,13,1226,0,0,533,585,853,,
2294,96,14,995,0,0,433,585,853,,
2295,96,15,911,0,0,397,585,853,,
2296,96,16,892,0,0,388,585,853,,
2297,96,17,862,0,0,375,585,853,,
2298,96,18,835,0,0,364,585,853,,
2299,96,19,937,0,0,408,585,853,,
2300,96,20,869,0,0,378,585,1532,,
2301,96,21,665,0,0,290,585,1532,,
2302,96,22,340,0,0,148,585,1532,,
2303,96,23,170,0,0,74,585,1532,,
2304,97,0,312,0,0,136,585,1532,,
2305,97,1,283,0,0,123,585,1532,,
2306,97,2,306,0,0,133,585,1532,,
2307,97,3,376,0,0,164,585,1532,,
2308,97,4,490,0,0,213,585,1532,,
2309,97,5,655,0,0,285,585,1532,,
2310,97,6,982,0,0,427,585,1532,,
2311,97,7,1186,0,0,516,585,1532,,
2312,97,8,1298,0,0,565,585,1532,,
2313,97,9,1368,0,0,595,585,1532,,
2314,97,10,1291,0,0,562,585,1532,,
2315,97,11,1215,0,0,529,585,1532,,
2316,97,12,1169,0,0,509,585,1532,,
2317,97,13,1173,0,0,511,585,1532,,
2318,97,14,986,0,0,429,585,1532,,
2319,97,15,855,0,0,372,585,1532,,
2320,97,16,842,0,0,367,585,1532,,
2321,97,17,776,0,0,338,585,1532,,
2322,97,18,717,0,120,312,585,1532,,
2323,97,19,796,0,370,347,585,1532,,
2324,97,20,873,0,550,380,585,1532,,
2325,97,21,760,0,600,331,585,1532,,
2326,97,22,461,0,490,201,585,1532,,
2327,97,23,396,0,690,172,585,1532,,
2328,98,0,477,590,1110,208,585,1532,,
2329,98,1,444,590,1130,193,585,1532,,
2330,98,2,420,590,1170,183,585,1532,,
2331,98,3,375,590,1200,163,585,1532,,
2332,98,4,402,590,1200,175,585,1532,,
2333,98,5,424,590,1190,185,585,1532,,
2334,98,6,449,590,1190,196,585,1532,,
2335,98,7,473,590,1200,206,585,1532,,
2336,98,8,684,590,1190,298,585,1532,,
2337,98,9,836,590,1190,364,585,1532,,
2338,98,10,889,590,1190,387,585,1532,,
2339,98,11,845,590,1200,368,585,1532,,
2340,98,12,812,590,1170,353,585,1532,,
2341,98,13,774,590,1130,337,585,1532,,
2342,98,14,773,590,1060,337,585,1532,,
2343,98,15,668,590,1120,291,585,1532,,
2344,98,16,536,590,1140,233,585,1532,,
2345,98,17,565,590,1190,246,585,1532,,
2346,98,18,537,590,1190,234,585,1532,,
2347,98,19,574,590,1200,250,585,1532,,
2348,98,20,572,590,1210,249,585,1532,,
2349,98,21,422,590,1210,184,585,1532,,
2350,98,22,222,590,1210,97,585,1532,,
2351,98,23,138,590,1210,60,585,1532,,
2352,99,0,248,590,1190,108,585,1532,,
2353,99,1,260,590,1190,113,585,1532,,
2354,99,2,304,590,1210,132,585,1532,,
2355,99,3,340,590,1200,148,585,1532,,
2356,99,4,412,590,1200,179,585,1532,,
2357,99,5,458,590,1200,199,585,1532,,
2358,99,6,455,590,1210,198,585,1532,,
2359,99,7,544,590,1200,237,585,1532,,
2360,99,8,558,590,1190,243,585,1532,,
2361,99,9,690,590,1180,300,585,1532,,
2362,99,10,788,590,1130,343,585,1532,,
2363,99,11,792,590,1030,345,585,1532,,
2364,99,12,768,590,820,334,585,1532,,
2365,99,13,720,590,770,313,585,1532,,
2366,99,14,719,590,730,313,585,1532,,
2367,99,15,770,590,720,335,585,1532,,
2368,99,16,709,590,840,309,585,1532,,
2369,99,17,680,590,1000,296,585,1532,,
2370,99,18,610,590,1190,265,585,1532,,
2371,99,19,637,590,1200,277,585,1532,,
2372,99,20,701,590,1200,305,585,1532,,
2373,99,21,569,590,1140,247,585,1532,,
2374,99,22,435,590,910,189,585,1532,,
2375,99,23,295,590,290,128,585,1532,,
2376,100,0,762,590,0,332,585,1532,,
2377,100,1,692,590,0,301,585,1532,,
2378,100,2,655,590,0,285,585,1532,,
2379,100,3,658,590,70,286,585,1532,,
2380,100,4,513,590,160,223,585,1532,,
2381,100,5,515,590,240,224,585,1532,,
2382,100,6,873,590,230,380,585,1532,,
2383,100,7,1003,590,450,437,585,1532,,
2384,100,8,1122,590,420,489,285,1532,,
2385,100,9,1087,590,220,473,285,1532,,
2386,100,10,1095,590,0,477,285,1532,,
2387,100,11,1063,590,0,463,285,1532,,
2388,100,12,1020,590,0,444,285,1532,,
2389,100,13,958,590,0,417,285,1532,,
2390,100,14,845,590,0,368,285,1532,,
2391,100,15,875,590,0,381,285,1532,,
2392,100,16,762,590,0,332,585,1532,,
2393,100,17,791,590,0,345,585,1532,,
2394,100,18,815,590,0,355,585,1532,,
2395,100,19,949,590,0,413,585,1532,,
2396,100,20,994,590,0,433,585,1532,,
2397,100,21,926,590,0,403,585,1532,,
2398,100,22,782,590,0,341,585,1532,,
2399,100,23,643,590,0,280,585,1532,,
2400,101,0,460,590,0,200,585,1532,,
2401,101,1,398,590,0,173,585,1532,,
2402,101,2,429,590,0,187,585,1532,,
2403,101,3,453,590,0,197,585,1532,,
2404,101,4,369,590,0,161,585,1532,,
2405,101,5,372,590,0,162,585,1532,,
2406,101,6,711,590,0,310,585,1532,,
2407,101,7,1006,590,0,438,585,1532,,
2408,101,8,1092,590,0,475,285,1532,,
2409,101,9,1041,590,0,453,285,1532,,
2410,101,10,1041,590,0,453,285,1532,,
2411,101,11,1010,590,0,440,285,1532,,
2412,101,12,969,590,0,422,285,1532,,
2413,101,13,936,590,0,407,285,1532,,
2414,101,14,875,590,0,381,285,1532,,
2415,101,15,916,590,0,399,285,1532,,
2416,101,16,836,590,0,364,585,1532,,
2417,101,17,885,590,410,385,585,1532,,
2418,101,18,897,590,570,390,585,1532,,
2419,101,19,1142,590,590,497,585,1532,,
2420,101,20,1239,590,340,539,585,1532,,
2421,101,21,1215,590,200,529,585,1532,,
2422,101,22,870,590,0,379,585,1532,,
2423,101,23,731,590,0,318,585,1532,,
2424,102,0,456,590,0,198,585,1532,,
2425,102,1,492,590,0,214,585,1532,,
2426,102,2,383,590,0,167,585,1532,,
2427,102,3,326,590,0,142,585,1532,,
2428,102,4,325,590,0,142,585,1532,,
2429,102,5,499,590,0,217,585,1532,,
2430,102,6,1234,590,0,537,585,1532,,
2431,102,7,1700,590,0,740,585,1532,,
2432,102,8,1700,590,0,740,0,1532,,
2433,102,9,1700,590,0,740,0,1532,,
2434,102,10,1700,590,0,740,0,1532,,
2435,102,11,1700,590,0,740,0,1532,,
2436,102,12,1700,590,0,740,0,1532,,
2437,102,13,1700,590,0,740,0,1532,,
2438,102,14,1700,590,0,740,0,1532,,
2439,102,15,1700,590,0,740,0,1532,,
2440,102,16,1700,590,0,740,585,1532,,
2441,102,17,1700,590,0,740,585,1532,,
2442,102,18,1700,590,0,740,585,1532,,
2443,102,19,1700,590,0,740,585,1532,,
2444,102,20,1700,590,0,740,585,1532,,
2445,102,21,1700,590,0,740,585,1532,,
2446,102,22,901,590,0,392,585,1532,,
2447,102,23,995,590,0,433,585,1532,,
2448,103,0,777,590,0,338,585,1532,,
2449,103,1,803,590,0,349,585,1532,,
2450,103,2,812,590,0,353,585,1532,,
2451,103,3,792,590,0,345,585,1532,,
2452,103,4,822,590,0,358,585,1532,,
2453,103,5,878,590,0,382,585,1532,,
2454,103,6,1283,590,0,559,585,1532,,
2455,103,7,1654,590,0,720,585,1532,,
2456,103,8,1700,590,0,740,585,1532,,
2457,103,9,1700,590,0,740,585,1532,,
2458,103,10,1700,590,0,740,585,1532,,
2459,103,11,1700,590,0,740,585,1532,,
2460,103,12,1700,590,0,740,585,1532,,
2461,103,13,1700,590,0,740,585,1532,,
2462,103,14,1505,590,0,655,585,1532,,
2463,103,15,1497,590,0,651,585,1532,,
2464,103,16,1368,590,0,595,585,1532,,
2465,103,17,1404,590,0,611,585,1532,,
2466,103,18,1389,590,0,605,585,1532,,
2467,103,19,1700,590,0,740,585,1532,,
2468,103,20,1598,590,0,696,585,1532,,
2469,103,21,1137,590,40,495,585,1532,,
2470,103,22,851,590,130,370,585,1532,,
2471,103,23,719,590,170,313,585,1532,,
2472,104,0,758,590,20,330,585,1532,,
2473,104,1,761,590,20,331,585,1532,,
2474,104,2,756,590,140,329,585,1532,,
2475,104,3,704,590,370,306,585,1532,,
2476,104,4,721,590,630,314,585,1532,,
2477,104,5,912,590,800,397,585,1532,,
2478,104,6,1256,590,860,547,585,1532,,
2479,104,7,1451,590,920,632,585,1532,,
2480,104,8,1390,590,920,605,585,1532,,
2481,104,9,1343,590,860,585,585,1532,,
2482,104,10,1322,590,800,575,585,1532,,
2483,104,11,1273,590,760,554,585,1532,,
2484,104,12,1171,590,720,510,585,1532,,
2485,104,13,1106,590,680,481,585,1532,,
2486,104,14,1016,590,670,442,585,1532,,
2487,104,15,1004,590,700,437,585,1532,,
2488,104,16,937,590,730,408,585,1532,,
2489,104,17,958,590,810,417,585,1532,,
2490,104,18,965,590,1010,420,585,1532,,
2491,104,19,1066,590,1150,464,585,1532,,
2492,104,20,1123,590,1180,489,585,1532,,
2493,104,21,1051,590,1170,457,585,1532,,
2494,104,22,914,590,1130,398,585,1532,,
2495,104,23,783,590,1040,341,585,1532,,
2496,105,0,702,590,990,306,585,1532,,
2497,105,1,647,590,900,282,585,1532,,
2498,105,2,643,590,820,280,585,1532,,
2499,105,3,650,590,610,283,585,1532,,
2500,105,4,703,590,280,306,585,1532,,
2501,105,5,727,590,100,316,585,1532,,
2502,105,6,812,590,0,353,585,1532,,
2503,105,7,989,590,0,431,585,1532,,
2504,105,8,1309,590,0,570,585,1532,,
2505,105,9,1292,590,0,562,585,1532,,
2506,105,10,1312,590,0,571,585,1532,,
2507,105,11,1264,590,0,550,585,1532,,
2508,105,12,1164,590,0,507,585,1532,,
2509,105,13,1132,590,0,493,585,1532,,
2510,105,14,1125,590,0,490,585,1532,,
2511,105,15,1180,590,0,514,585,1532,,
2512,105,16,1132,590,0,493,585,1532,,
2513,105,17,1156,590,0,503,585,1532,,
2514,105,18,1164,590,0,507,585,1532,,
2515,105,19,1115,590,0,486,585,1532,,
2516,105,20,1058,590,0,460,585,1532,,
2517,105,21,943,590,0,411,585,1532,,
2518,105,22,851,590,0,371,585,1532,,
2519,105,23,803,590,0,350,585,1532,,
2520,106,0,781,590,0,340,585,1532,,
2521,106,1,784,590,0,341,585,1532,,
2522,106,2,779,590,0,339,585,1532,,
2523,106,3,795,590,0,346,585,1532,,
2524,106,4,768,590,0,334,585,1532,,
2525,106,5,739,590,0,322,585,1532,,
2526,106,6,740,590,120,322,585,1532,,
2527,106,7,798,590,620,348,585,1532,,
2528,106,8,959,590,680,418,585,1532,,
2529,106,9,1027,590,730,447,585,1532,,
2530,106,10,1084,590,730,472,585,1532,,
2531,106,11,1159,590,760,504,585,1532,,
2532,106,12,1177,590,780,512,585,1532,,
2533,106,13,1256,590,780,547,585,1532,,
2534,106,14,1269,590,750,552,585,1532,,
2535,106,15,1302,590,720,567,585,1532,,
2536,106,16,1257,590,710,547,585,1532,,
2537,106,17,1183,590,740,515,585,1532,,
2538,106,18,1062,590,850,462,585,1532,,
2539,106,19,1008,590,960,439,585,1532,,
2540,106,20,953,590,1030,415,585,1532,,
2541,106,21,847,590,1050,369,585,1532,,
2542,106,22,792,590,1050,345,585,1532,,
2543,106,23,785,590,1010,342,585,1532,,
2544,107,0,826,590,1010,360,585,1532,,
2545,107,1,783,590,980,341,585,1532,,
2546,107,2,749,590,920,326,585,1532,,
2547,107,3,674,590,920,293,585,1532,,
2548,107,4,610,590,910,265,585,1532,,
2549,107,5,615,590,970,268,585,1532,,
2550,107,6,569,590,930,248,585,1532,,
2551,107,7,696,590,1050,303,585,1532,,
2552,107,8,896,590,1040,390,585,1532,,
2553,107,9,925,590,1020,403,585,1532,,
2554,107,10,982,590,950,428,585,1532,,
2555,107,11,1056,590,890,460,585,1532,,
2556,107,12,1104,590,800,481,585,1532,,
2557,107,13,1223,590,660,532,585,1532,,
2558,107,14,1276,590,540,555,585,1532,,
2559,107,15,1318,590,430,574,585,1532,,
2560,107,16,1251,590,390,544,585,1532,,
2561,107,17,1147,590,490,499,585,1532,,
2562,107,18,1064,590,710,463,585,1532,,
2563,107,19,1077,590,850,469,585,1532,,
2564,107,20,974,590,950,424,585,1532,,
2565,107,21,834,590,990,363,585,1532,,
2566,107,22,798,590,1020,348,585,1532,,
2567,107,23,827,590,1010,360,585,1532,,
2568,108,0,854,590,850,372,585,1532,,
2569,108,1,858,590,820,374,585,1532,,
2570,108,2,904,590,810,394,585,1532,,
2571,108,3,955,590,630,416,585,1532,,
2572,108,4,993,590,440,432,585,1532,,
2573,108,5,1202,590,300,523,585,1532,,
2574,108,6,1700,590,250,740,585,1060,,
2575,108,7,1700,590,420,740,585,1060,,
2576,108,8,1700,590,430,740,585,1060,,
2577,108,9,1700,590,370,740,585,1060,,
2578,108,10,1700,590,390,740,585,1060,,
2579,108,11,1700,590,260,740,585,1060,,
2580,108,12,1700,590,60,740,585,1060,,
2581,108,13,1700,590,10,740,585,1060,,
2582,108,14,1700,590,20,740,585,1060,,
2583,108,15,1700,590,90,740,585,1060,,
2584,108,16,1700,590,190,740,585,1060,,
2585,108,17,1700,590,430,740,585,1060,,
2586,108,18,1700,590,650,740,585,1060,,
2587,108,19,1700,590,750,740,585,1060,,
2588,108,20,1700,590,820,740,585,1060,,
2589,108,21,1700,590,850,740,585,1060,,
2590,108,22,1469,590,860,639,585,1060,,
2591,108,23,1325,590,860,577,585,1060,,
2592,109,0,1091,590,1040,475,585,1060,,
2593,109,1,1137,590,1050,495,585,1060,,
2594,109,2,1160,590,1010,505,585,1060,,
2595,109,3,1248,590,1070,543,585,1060,,
2596,109,4,1276,590,1080,555,585,1060,,
2597,109,5,1550,590,1110,675,585,1060,,
2598,109,6,1700,590,1200,740,585,1060,,
2599,109,7,1700,590,1160,740,585,1060,,
2600,109,8,1700,590,1160,740,585,1060,,
2601,109,9,1700,590,1130,740,585,1060,,
2602,109,10,1700,590,1050,740,585,1060,,
2603,109,11,1700,590,1020,740,585,1060,,
2604,109,12,1700,590,1010,740,585,1060,,
