hiy,diy,hid,KBH_1,KBH_2,KBH_3,KBH_4,KBH_5,KBH_6,KBH_7,KBH_8,KBH_9,KBH_10,KBH_11,KBH_12,KBH_13,KBH_14,AAR_1,AAR_2,AAR_3,AAR_4,AAR_5,AAR_6,AAR_7,AAR_8,AAR_9,TVIS_1,TVIS_2,TVIS_3,TVIS_4,TVIS_5,TVIS_6,copenhagen (MWh),TVIS (MWh),Aarhus (MWh)
352,15,16,272.1647824,181.4431883,181.4431883,181.4431883,90.72159414,90.72159414,90.72159414,181.4431883,181.4431883,90.72159414,90.72159414,90.72159414,90.72159414,181.4431883,200.9370846,100.4685423,100.4685423,100.4685423,100.4685423,100.4685423,100.4685423,100.4685423,100.4685423,89.9718289,89.9718289,119.9624385,89.9718289,119.9624385,89.9718289,1814.431883,599.8121927,1004.685423
353,15,17,270.7642025,180.5094683,180.5094683,180.5094683,90.25473416,90.25473416,90.25473416,180.5094683,180.5094683,90.25473416,90.25473416,90.25473416,90.25473416,180.5094683,199.9030476,99.95152378,99.95152378,99.95152378,99.95152378,99.95152378,99.95152378,99.95152378,99.95152378,89.50882726,89.50882726,119.345103,89.50882726,119.345103,89.50882726,1805.094683,596.7255151,999.5152378
354,15,18,271.9605312,181.3070208,181.3070208,181.3070208,90.6535104,90.6535104,90.6535104,181.3070208,181.3070208,90.6535104,90.6535104,90.6535104,90.6535104,181.3070208,200.7862875,100.3931437,100.3931437,100.3931437,100.3931437,100.3931437,100.3931437,100.3931437,100.3931437,89.90430783,89.90430783,119.8724104,89.90430783,119.8724104,89.90430783,1813.070208,599.3620522,1003.931437
355,15,19,265.5557958,177.0371972,177.0371972,177.0371972,88.51859859,88.51859859,88.51859859,177.0371972,177.0371972,88.51859859,88.51859859,88.51859859,88.51859859,177.0371972,196.0577225,98.02886124,98.02886124,98.02886124,98.02886124,98.02886124,98.02886124,98.02886124,98.02886124,87.78703992,87.78703992,117.0493866,87.78703992,117.0493866,87.78703992,1770.371972,585.2469328,980.2886124
356,15,20,246.6771451,164.4514301,164.4514301,164.4514301,82.22571503,82.22571503,82.22571503,164.4514301,164.4514301,82.22571503,82.22571503,82.22571503,82.22571503,164.4514301,182.1197655,91.05988276,91.05988276,91.05988276,91.05988276,91.05988276,91.05988276,91.05988276,91.05988276,81.54616366,81.54616366,108.7282182,81.54616366,108.7282182,81.54616366,1644.514301,543.6410911,910.5988276
357,15,21,233.896853,155.9312353,155.9312353,155.9312353,77.96561765,77.96561765,77.96561765,155.9312353,155.9312353,77.96561765,77.96561765,77.96561765,77.96561765,155.9312353,172.6841779,86.34208897,86.34208897,86.34208897,86.34208897,86.34208897,86.34208897,86.34208897,86.34208897,77.32127371,77.32127371,103.0950316,77.32127371,103.0950316,77.32127371,1559.312353,515.475158,863.4208897
358,15,22,222.9985902,148.6657268,148.6657268,148.6657268,74.33286339,74.33286339,74.33286339,148.6657268,148.6657268,74.33286339,74.33286339,74.33286339,74.33286339,148.6657268,164.6380776,82.31903879,82.31903879,82.31903879,82.31903879,82.31903879,82.31903879,82.31903879,82.31903879,73.7185422,73.7185422,98.2913896,73.7185422,98.2913896,73.7185422,1486.657268,491.456948,823.1903879
359,15,23,210.7872837,140.5248558,140.5248558,140.5248558,70.26242789,70.26242789,70.26242789,140.5248558,140.5248558,70.26242789,70.26242789,70.26242789,70.26242789,140.5248558,155.6225675,77.81128377,77.81128377,77.81128377,77.81128377,77.81128377,77.81128377,77.81128377,77.81128377,69.68174666,69.68174666,92.90899555,69.68174666,92.90899555,69.68174666,1405.248558,464.5449778,778.1128377
360,16,0,209.9410999,139.9607333,139.9607333,139.9607333,69.98036664,69.98036664,69.98036664,139.9607333,139.9607333,69.98036664,69.98036664,69.98036664,69.98036664,139.9607333,154.9978369,77.49891843,77.49891843,77.49891843,77.49891843,77.49891843,77.49891843,77.49891843,77.49891843,69.40201651,69.40201651,92.53602201,69.40201651,92.53602201,69.40201651,1399.607333,462.68011,774.9891843
361,16,1,212.7276705,141.818447,141.818447,141.818447,70.90922349,70.90922349,70.90922349,141.818447,141.818447,70.90922349,70.90922349,70.90922349,70.90922349,141.818447,157.0551396,78.52756982,78.52756982,78.52756982,78.52756982,78.52756982,78.52756982,78.52756982,78.52756982,70.32319685,70.32319685,93.76426247,70.32319685,93.76426247,70.32319685,1418.18447,468.8213123,785.2756982
362,16,2,207.7964619,138.5309746,138.5309746,138.5309746,69.26548729,69.26548729,69.26548729,138.5309746,138.5309746,69.26548729,69.26548729,69.26548729,69.26548729,138.5309746,153.4144677,76.70723386,76.70723386,76.70723386,76.70723386,76.70723386,76.70723386,76.70723386,76.70723386,68.69304525,68.69304525,91.590727,68.69304525,91.590727,68.69304525,1385.309746,457.953635,767.0723386
363,16,3,208.4675731,138.9783821,138.9783821,138.9783821,69.48919103,69.48919103,69.48919103,138.9783821,138.9783821,69.48919103,69.48919103,69.48919103,69.48919103,138.9783821,153.9099438,76.95497189,76.95497189,76.95497189,76.95497189,76.95497189,76.95497189,76.95497189,76.95497189,68.9149002,68.9149002,91.8865336,68.9149002,91.8865336,68.9149002,1389.783821,459.432668,769.5497189
364,16,4,216.8126953,144.5417969,144.5417969,144.5417969,72.27089845,72.27089845,72.27089845,144.5417969,144.5417969,72.27089845,72.27089845,72.27089845,72.27089845,144.5417969,160.0710809,80.03554043,80.03554043,80.03554043,80.03554043,80.03554043,80.03554043,80.03554043,80.03554043,71.6736183,71.6736183,95.5648244,71.6736183,95.5648244,71.6736183,1445.417969,477.824122,800.3554043
365,16,5,229.7097025,153.1398016,153.1398016,153.1398016,76.56990082,76.56990082,76.56990082,153.1398016,153.1398016,76.56990082,76.56990082,76.56990082,76.56990082,153.1398016,169.5928382,84.79641909,84.79641909,84.79641909,84.79641909,84.79641909,84.79641909,84.79641909,84.79641909,75.93709172,75.93709172,101.2494556,75.93709172,101.2494556,75.93709172,1531.398016,506.2472782,847.9641909
366,16,6,246.3561788,164.2374526,164.2374526,164.2374526,82.11872628,82.11872628,82.11872628,164.2374526,164.2374526,82.11872628,82.11872628,82.11872628,82.11872628,164.2374526,181.8827987,90.94139935,90.94139935,90.94139935,90.94139935,90.94139935,90.94139935,90.94139935,90.94139935,81.44005912,81.44005912,108.5867455,81.44005912,108.5867455,81.44005912,1642.374526,542.9337275,909.4139935
367,16,7,255.2119292,170.1412861,170.1412861,170.1412861,85.07064306,85.07064306,85.07064306,170.1412861,170.1412861,85.07064306,85.07064306,85.07064306,85.07064306,170.1412861,188.4209284,94.21046422,94.21046422,94.21046422,94.21046422,94.21046422,94.21046422,94.21046422,94.21046422,84.3675799,84.3675799,112.4901065,84.3675799,112.4901065,84.3675799,1701.412861,562.4505327,942.1046422
368,16,8,253.0381124,168.6920749,168.6920749,168.6920749,84.34603746,84.34603746,84.34603746,168.6920749,168.6920749,84.34603746,84.34603746,84.34603746,84.34603746,168.6920749,186.8160169,93.40800843,93.40800843,93.40800843,93.40800843,93.40800843,93.40800843,93.40800843,93.40800843,83.64896277,83.64896277,111.5319504,83.64896277,111.5319504,83.64896277,1686.920749,557.6597518,934.0800843
369,16,9,246.1956957,164.1304638,164.1304638,164.1304638,82.06523191,82.06523191,82.06523191,164.1304638,164.1304638,82.06523191,82.06523191,82.06523191,82.06523191,164.1304638,181.7643153,90.88215765,90.88215765,90.88215765,90.88215765,90.88215765,90.88215765,90.88215765,90.88215765,81.38700685,81.38700685,108.5160091,81.38700685,108.5160091,81.38700685,1641.304638,542.5800457,908.8215765
370,16,10,245.1014926,163.4009951,163.4009951,163.4009951,81.70049754,81.70049754,81.70049754,163.4009951,163.4009951,81.70049754,81.70049754,81.70049754,81.70049754,163.4009951,180.9564739,90.47823695,90.47823695,90.47823695,90.47823695,90.47823695,90.47823695,90.47823695,90.47823695,81.02528682,81.02528682,108.0337158,81.02528682,108.0337158,81.02528682,1634.009951,540.1685788,904.7823695
371,16,11,251.3165662,167.5443775,167.5443775,167.5443775,83.77218873,83.77218873,83.77218873,167.5443775,167.5443775,83.77218873,83.77218873,83.77218873,83.77218873,167.5443775,185.5450131,92.77250653,92.77250653,92.77250653,92.77250653,92.77250653,92.77250653,92.77250653,92.77250653,83.07985659,83.07985659,110.7731421,83.07985659,110.7731421,83.07985659,1675.443775,553.8657106,927.7250653
372,16,12,251.3019768,167.5346512,167.5346512,167.5346512,83.7673256,83.7673256,83.7673256,167.5346512,167.5346512,83.7673256,83.7673256,83.7673256,83.7673256,167.5346512,185.5342418,92.76712092,92.76712092,92.76712092,92.76712092,92.76712092,92.76712092,92.76712092,92.76712092,83.07503366,83.07503366,110.7667115,83.07503366,110.7667115,83.07503366,1675.346512,553.8335577,927.6712092
373,16,13,250.0764693,166.7176462,166.7176462,166.7176462,83.35882312,83.35882312,83.35882312,166.7176462,166.7176462,83.35882312,83.35882312,83.35882312,83.35882312,166.7176462,184.6294595,92.31472973,92.31472973,92.31472973,92.31472973,92.31472973,92.31472973,92.31472973,92.31472973,82.66990722,82.66990722,110.226543,82.66990722,110.226543,82.66990722,1667.176462,551.1327148,923.1472973
374,16,14,254.4095136,169.6063424,169.6063424,169.6063424,84.8031712,84.8031712,84.8031712,169.6063424,169.6063424,84.8031712,84.8031712,84.8031712,84.8031712,169.6063424,187.8285114,93.91425571,93.91425571,93.91425571,93.91425571,93.91425571,93.91425571,93.91425571,93.91425571,84.10231854,84.10231854,112.1364247,84.10231854,112.1364247,84.10231854,1696.063424,560.6821236,939.1425571
375,16,15,256.802171,171.2014473,171.2014473,171.2014473,85.60072367,85.60072367,85.60072367,171.2014473,171.2014473,85.60072367,85.60072367,85.60072367,85.60072367,171.2014473,189.5949913,94.79749564,94.79749564,94.79749564,94.79749564,94.79749564,94.79749564,94.79749564,94.79749564,84.89327968,84.89327968,113.1910396,84.89327968,113.1910396,84.89327968,1712.014473,565.9551978,947.9749564
376,16,16,254.4678711,169.6452474,169.6452474,169.6452474,84.8226237,84.8226237,84.8226237,169.6452474,169.6452474,84.8226237,84.8226237,84.8226237,84.8226237,169.6452474,187.8715963,93.93579814,93.93579814,93.93579814,93.93579814,93.93579814,93.93579814,93.93579814,93.93579814,84.12161028,84.12161028,112.162147,84.12161028,112.162147,84.12161028,1696.452474,560.8107352,939.3579814
377,16,17,255.5037167,170.3358111,170.3358111,170.3358111,85.16790556,85.16790556,85.16790556,170.3358111,170.3358111,85.16790556,85.16790556,85.16790556,85.16790556,170.3358111,188.6363528,94.31817641,94.31817641,94.31817641,94.31817641,94.31817641,94.31817641,94.31817641,94.31817641,84.46403857,84.46403857,112.6187181,84.46403857,112.6187181,84.46403857,1703.358111,563.0935905,943.1817641
378,16,18,256.1310598,170.7540399,170.7540399,170.7540399,85.37701993,85.37701993,85.37701993,170.7540399,170.7540399,85.37701993,85.37701993,85.37701993,85.37701993,170.7540399,189.0995152,94.54975761,94.54975761,94.54975761,94.54975761,94.54975761,94.54975761,94.54975761,94.54975761,84.67142472,84.67142472,112.895233,84.67142472,112.895233,84.67142472,1707.540399,564.4761648,945.4975761
379,16,19,247.7129907,165.1419938,165.1419938,165.1419938,82.57099689,82.57099689,82.57099689,165.1419938,165.1419938,82.57099689,82.57099689,82.57099689,82.57099689,165.1419938,182.884522,91.44226102,91.44226102,91.44226102,91.44226102,91.44226102,91.44226102,91.44226102,91.44226102,81.88859196,81.88859196,109.1847893,81.88859196,109.1847893,81.88859196,1651.419938,545.9239464,914.4226102
380,16,20,238.4341484,158.956099,158.956099,158.956099,79.47804948,79.47804948,79.47804948,158.956099,158.956099,79.47804948,79.47804948,79.47804948,79.47804948,158.956099,176.034027,88.01701348,88.01701348,88.01701348,88.01701348,88.01701348,88.01701348,88.01701348,88.01701348,78.8212061,78.8212061,105.0949415,78.8212061,105.0949415,78.8212061,1589.56099,525.4747073,880.1701348
381,16,21,226.7918275,151.1945517,151.1945517,151.1945517,75.59727585,75.59727585,75.59727585,151.1945517,151.1945517,75.59727585,75.59727585,75.59727585,75.59727585,151.1945517,167.4385944,83.71929722,83.71929722,83.71929722,83.71929722,83.71929722,83.71929722,83.71929722,83.71929722,74.97250497,74.97250497,99.96333997,74.97250497,99.96333997,74.97250497,1511.945517,499.8166998,837.1929722
382,16,22,214.9014873,143.2676582,143.2676582,143.2676582,71.63382909,71.63382909,71.63382909,143.2676582,143.2676582,71.63382909,71.63382909,71.63382909,71.63382909,143.2676582,158.6600512,79.33002561,79.33002561,79.33002561,79.33002561,79.33002561,79.33002561,79.33002561,79.33002561,71.04181398,71.04181398,94.72241864,71.04181398,94.72241864,71.04181398,1432.676582,473.6120932,793.3002561
383,16,23,199.4075715,132.938381,132.938381,132.938381,66.4691905,66.4691905,66.4691905,132.938381,132.938381,66.4691905,66.4691905,66.4691905,66.4691905,132.938381,147.221017,73.61050849,73.61050849,73.61050849,73.61050849,73.61050849,73.61050849,73.61050849,73.61050849,65.91985835,65.91985835,87.89314446,65.91985835,87.89314446,65.91985835,1329.38381,439.4657223,736.1050849
384,17,0,195.2058316,130.1372211,130.1372211,130.1372211,65.06861054,65.06861054,65.06861054,130.1372211,130.1372211,65.06861054,65.06861054,65.06861054,65.06861054,130.1372211,144.118906,72.059453,72.059453,72.059453,72.059453,72.059453,72.059453,72.059453,72.059453,64.53085343,64.53085343,86.04113791,64.53085343,86.04113791,64.53085343,1301.372211,430.2056895,720.59453
385,17,1,197.948634,131.965756,131.965756,131.965756,65.98287801,65.98287801,65.98287801,131.965756,131.965756,65.98287801,65.98287801,65.98287801,65.98287801,131.965756,146.1438951,73.07194755,73.07194755,73.07194755,73.07194755,73.07194755,73.07194755,73.07194755,73.07194755,65.43756497,65.43756497,87.25008663,65.43756497,87.25008663,65.43756497,1319.65756,436.2504332,730.7194755
386,17,2,203.2883451,135.5255634,135.5255634,135.5255634,67.76278171,67.76278171,67.76278171,135.5255634,135.5255634,67.76278171,67.76278171,67.76278171,67.76278171,135.5255634,150.0861611,75.04308057,75.04308057,75.04308057,75.04308057,75.04308057,75.04308057,75.04308057,75.04308057,67.20275872,67.20275872,89.60367829,67.20275872,89.60367829,67.20275872,1355.255634,448.0183915,750.4308057
387,17,3,205.1411957,136.7607971,136.7607971,136.7607971,68.38039857,68.38039857,68.38039857,136.7607971,136.7607971,68.38039857,68.38039857,68.38039857,68.38039857,136.7607971,151.4541059,75.72705296,75.72705296,75.72705296,75.72705296,75.72705296,75.72705296,75.72705296,75.72705296,67.81527131,67.81527131,90.42036174,67.81527131,90.42036174,67.81527131,1367.607971,452.1018087,757.2705296
388,17,4,219.526319,146.3508793,146.3508793,146.3508793,73.17543967,73.17543967,73.17543967,146.3508793,146.3508793,73.17543967,73.17543967,73.17543967,73.17543967,146.3508793,162.0745275,81.03726377,81.03726377,81.03726377,81.03726377,81.03726377,81.03726377,81.03726377,81.03726377,72.57068397,72.57068397,96.76091196,72.57068397,96.76091196,72.57068397,1463.508793,483.8045598,810.3726377
389,17,5,230.8622631,153.9081754,153.9081754,153.9081754,76.95408768,76.95408768,76.95408768,153.9081754,153.9081754,76.95408768,76.95408768,76.95408768,76.95408768,153.9081754,170.4437645,85.22188223,85.22188223,85.22188223,85.22188223,85.22188223,85.22188223,85.22188223,85.22188223,76.31810349,76.31810349,101.7574713,76.31810349,101.7574713,76.31810349,1539.081754,508.7873566,852.2188223
390,17,6,249.36159,166.24106,166.24106,166.24106,83.12053,83.12053,83.12053,166.24106,166.24106,83.12053,83.12053,83.12053,83.12053,166.24106,184.1016697,92.05083487,92.05083487,92.05083487,92.05083487,92.05083487,92.05083487,92.05083487,92.05083487,82.43358347,82.43358347,109.9114446,82.43358347,109.9114446,82.43358347,1662.4106,549.5572231,920.5083487
391,17,7,257.7067122,171.8044748,171.8044748,171.8044748,85.90223741,85.90223741,85.90223741,171.8044748,171.8044748,85.90223741,85.90223741,85.90223741,85.90223741,171.8044748,190.2628068,95.13140342,95.13140342,95.13140342,95.13140342,95.13140342,95.13140342,95.13140342,95.13140342,85.19230157,85.19230157,113.5897354,85.19230157,113.5897354,85.19230157,1718.044748,567.9486771,951.3140342
392,17,8,251.9147305,167.9431537,167.9431537,167.9431537,83.97157685,83.97157685,83.97157685,167.9431537,167.9431537,83.97157685,83.97157685,83.97157685,83.97157685,167.9431537,185.986633,92.99331651,92.99331651,92.99331651,92.99331651,92.99331651,92.99331651,92.99331651,92.99331651,83.27759687,83.27759687,111.0367958,83.27759687,111.0367958,83.27759687,1679.431537,555.1839792,929.9331651
393,17,9,255.1681611,170.1121074,170.1121074,170.1121074,85.05605369,85.05605369,85.05605369,170.1121074,170.1121074,85.05605369,85.05605369,85.05605369,85.05605369,170.1121074,188.3886148,94.19430739,94.19430739,94.19430739,94.19430739,94.19430739,94.19430739,94.19430739,94.19430739,84.3531111,84.3531111,112.4708148,84.3531111,112.4708148,84.3531111,1701.121074,562.354074,941.9430739
394,17,10,252.2648755,168.1765837,168.1765837,168.1765837,84.08829184,84.08829184,84.08829184,168.1765837,168.1765837,84.08829184,84.08829184,84.08829184,84.08829184,168.1765837,186.2451423,93.12257113,93.12257113,93.12257113,93.12257113,93.12257113,93.12257113,93.12257113,93.12257113,83.39334728,83.39334728,111.1911297,83.39334728,111.1911297,83.39334728,1681.765837,555.9556486,931.2257113
395,17,11,251.4186918,167.6124612,167.6124612,167.6124612,83.8062306,83.8062306,83.8062306,167.6124612,167.6124612,83.8062306,83.8062306,83.8062306,83.8062306,167.6124612,185.6204116,92.81020579,92.81020579,92.81020579,92.81020579,92.81020579,92.81020579,92.81020579,92.81020579,83.11361713,83.11361713,110.8181562,83.11361713,110.8181562,83.11361713,1676.124612,554.0907808,928.1020579
396,17,12,251.8709624,167.9139749,167.9139749,167.9139749,83.95698747,83.95698747,83.95698747,167.9139749,167.9139749,83.95698747,83.95698747,83.95698747,83.95698747,167.9139749,185.9543194,92.97715968,92.97715968,92.97715968,92.97715968,92.97715968,92.97715968,92.97715968,92.97715968,83.26312807,83.26312807,111.0175041,83.26312807,111.0175041,83.26312807,1679.139749,555.0875205,929.7715968
397,17,13,249.0552131,166.0368088,166.0368088,166.0368088,83.01840438,83.01840438,83.01840438,166.0368088,166.0368088,83.01840438,83.01840438,83.01840438,83.01840438,166.0368088,183.8754742,91.93773708,91.93773708,91.93773708,91.93773708,91.93773708,91.93773708,91.93773708,91.93773708,82.33230186,82.33230186,109.7764025,82.33230186,109.7764025,82.33230186,1660.368088,548.8820124,919.3773708
398,17,14,260.0264228,173.3509485,173.3509485,173.3509485,86.67547427,86.67547427,86.67547427,173.3509485,173.3509485,86.67547427,86.67547427,86.67547427,86.67547427,173.3509485,191.9754306,95.9877153,95.9877153,95.9877153,95.9877153,95.9877153,95.9877153,95.9877153,95.9877153,85.95914803,85.95914803,114.6121974,85.95914803,114.6121974,85.95914803,1733.509485,573.0609869,959.877153
399,17,15,249.8138606,166.5425737,166.5425737,166.5425737,83.27128687,83.27128687,83.27128687,166.5425737,166.5425737,83.27128687,83.27128687,83.27128687,83.27128687,166.5425737,184.4355775,92.21778876,92.21778876,92.21778876,92.21778876,92.21778876,92.21778876,92.21778876,92.21778876,82.58309442,82.58309442,110.1107926,82.58309442,110.1107926,82.58309442,1665.425737,550.5539628,922.1778876
400,17,16,237.908931,158.605954,158.605954,158.605954,79.30297699,79.30297699,79.30297699,158.605954,158.605954,79.30297699,79.30297699,79.30297699,79.30297699,158.605954,175.6462631,87.82313154,87.82313154,87.82313154,87.82313154,87.82313154,87.82313154,87.82313154,87.82313154,78.64758048,78.64758048,104.8634406,78.64758048,104.8634406,78.64758048,1586.05954,524.3172032,878.2313154
401,17,17,240.4766609,160.3177739,160.3177739,160.3177739,80.15888696,80.15888696,80.15888696,160.3177739,160.3177739,80.15888696,80.15888696,80.15888696,80.15888696,160.3177739,177.5419976,88.77099878,88.77099878,88.77099878,88.77099878,88.77099878,88.77099878,88.77099878,88.77099878,79.49641682,79.49641682,105.9952224,79.49641682,105.9952224,79.49641682,1603.177739,529.9761121,887.7099878
402,17,18,241.157018,160.7713454,160.7713454,160.7713454,80.38567268,80.38567268,80.38567268,160.7713454,160.7713454,80.38567268,80.38567268,80.38567268,80.38567268,160.7713454,178.0442998,89.02214991,89.02214991,89.02214991,89.02214991,89.02214991,89.02214991,89.02214991,89.02214991,79.72132827,79.72132827,106.2951044,79.72132827,106.2951044,79.72132827,1607.713454,531.4755218,890.2214991
403,17,19,235.8955973,157.2637315,157.2637315,157.2637315,78.63186576,78.63186576,78.63186576,157.2637315,157.2637315,78.63186576,78.63186576,78.63186576,78.63186576,157.2637315,174.1598349,87.07991745,87.07991745,87.07991745,87.07991745,87.07991745,87.07991745,87.07991745,87.07991745,77.98201563,77.98201563,103.9760208,77.98201563,103.9760208,77.98201563,1572.637315,519.8801042,870.7991745
404,17,20,229.6659343,153.1106229,153.1106229,153.1106229,76.55531145,76.55531145,76.55531145,153.1106229,153.1106229,76.55531145,76.55531145,76.55531145,76.55531145,153.1106229,169.5605245,84.78026226,84.78026226,84.78026226,84.78026226,84.78026226,84.78026226,84.78026226,84.78026226,75.92262292,75.92262292,101.2301639,75.92262292,101.2301639,75.92262292,1531.106229,506.1508195,847.8026226
405,17,21,219.9202321,146.6134881,146.6134881,146.6134881,73.30674404,73.30674404,73.30674404,146.6134881,146.6134881,73.30674404,73.30674404,73.30674404,73.30674404,146.6134881,162.3653504,81.18267522,81.18267522,81.18267522,81.18267522,81.18267522,81.18267522,81.18267522,81.18267522,72.70090318,72.70090318,96.93453758,72.70090318,96.93453758,72.70090318,1466.134881,484.6726879,811.8267522
406,17,22,207.9715344,138.6476896,138.6476896,138.6476896,69.32384479,69.32384479,69.32384479,138.6476896,138.6476896,69.32384479,69.32384479,69.32384479,69.32384479,138.6476896,153.5437223,76.77186117,76.77186117,76.77186117,76.77186117,76.77186117,76.77186117,76.77186117,76.77186117,68.75092045,68.75092045,91.66789394,68.75092045,91.66789394,68.75092045,1386.476896,458.3394697,767.7186117
407,17,23,192.7985848,128.5323899,128.5323899,128.5323899,64.26619494,64.26619494,64.26619494,128.5323899,128.5323899,64.26619494,64.26619494,64.26619494,64.26619494,128.5323899,142.3416549,71.17082746,71.17082746,71.17082746,71.17082746,71.17082746,71.17082746,71.17082746,71.17082746,63.73506936,63.73506936,84.98009248,63.73506936,84.98009248,63.73506936,1285.323899,424.9004624,711.7082746
408,18,0,189.5159755,126.3439837,126.3439837,126.3439837,63.17199185,63.17199185,63.17199185,126.3439837,126.3439837,63.17199185,63.17199185,63.17199185,63.17199185,126.3439837,139.9181307,69.95906535,69.95906535,69.95906535,69.95906535,69.95906535,69.95906535,69.95906535,69.95906535,62.64990927,62.64990927,83.53321236,62.64990927,83.53321236,62.64990927,1263.439837,417.6660618,699.5906535
409,18,1,191.2521111,127.5014074,127.5014074,127.5014074,63.75070371,63.75070371,63.75070371,127.5014074,127.5014074,63.75070371,63.75070371,63.75070371,63.75070371,127.5014074,141.1999057,70.59995286,70.59995286,70.59995286,70.59995286,70.59995286,70.59995286,70.59995286,70.59995286,63.22383839,63.22383839,84.29845118,63.22383839,84.29845118,63.22383839,1275.014074,421.4922559,705.9995286
410,18,2,196.037426,130.6916173,130.6916173,130.6916173,65.34580866,65.34580866,65.34580866,130.6916173,130.6916173,65.34580866,65.34580866,65.34580866,65.34580866,130.6916173,144.7328655,72.36643273,72.36643273,72.36643273,72.36643273,72.36643273,72.36643273,72.36643273,72.36643273,64.80576065,64.80576065,86.40768087,64.80576065,86.40768087,64.80576065,1306.916173,432.0384044,723.6643273
411,18,3,200.516364,133.677576,133.677576,133.677576,66.83878799,66.83878799,66.83878799,133.677576,133.677576,66.83878799,66.83878799,66.83878799,66.83878799,133.677576,148.0396296,74.0198148,74.0198148,74.0198148,74.0198148,74.0198148,74.0198148,74.0198148,74.0198148,66.28640131,66.28640131,88.38186841,66.28640131,88.38186841,66.28640131,1336.77576,441.9093421,740.198148
412,18,4,214.285934,142.8572893,142.8572893,142.8572893,71.42864465,71.42864465,71.42864465,142.8572893,142.8572893,71.42864465,71.42864465,71.42864465,71.42864465,142.8572893,158.2055931,79.10279656,79.10279656,79.10279656,79.10279656,79.10279656,79.10279656,79.10279656,79.10279656,70.83832528,70.83832528,94.45110037,70.83832528,94.45110037,70.83832528,1428.572893,472.2555019,791.0279656
413,18,5,230.3808137,153.5872091,153.5872091,153.5872091,76.79360456,76.79360456,76.79360456,153.5872091,153.5872091,76.79360456,76.79360456,76.79360456,76.79360456,153.5872091,170.0883142,85.04415712,85.04415712,85.04415712,85.04415712,85.04415712,85.04415712,85.04415712,85.04415712,76.15894667,76.15894667,101.5452622,76.15894667,101.5452622,76.15894667,1535.872091,507.7263112,850.4415712
414,18,6,248.3549232,165.5699488,165.5699488,165.5699488,82.78497438,82.78497438,82.78497438,165.5699488,165.5699488,82.78497438,82.78497438,82.78497438,82.78497438,165.5699488,183.3584557,91.67922783,91.67922783,91.67922783,91.67922783,91.67922783,91.67922783,91.67922783,91.67922783,82.10080104,82.10080104,109.4677347,82.10080104,109.4677347,82.10080104,1655.699488,547.3386736,916.7922783
415,18,7,253.0527018,168.7018012,168.7018012,168.7018012,84.35090059,84.35090059,84.35090059,168.7018012,168.7018012,84.35090059,84.35090059,84.35090059,84.35090059,168.7018012,186.8267881,93.41339404,93.41339404,93.41339404,93.41339404,93.41339404,93.41339404,93.41339404,93.41339404,83.65378571,83.65378571,111.5383809,83.65378571,111.5383809,83.65378571,1687.018012,557.6919047,934.1339404
416,18,8,243.9051639,162.6034426,162.6034426,162.6034426,81.3017213,81.3017213,81.3017213,162.6034426,162.6034426,81.3017213,81.3017213,81.3017213,81.3017213,162.6034426,180.073234,90.03661698,90.03661698,90.03661698,90.03661698,90.03661698,90.03661698,90.03661698,90.03661698,80.62980625,80.62980625,107.5064083,80.62980625,107.5064083,80.62980625,1626.034426,537.5320417,900.3661698
417,18,9,241.804294,161.2028626,161.2028626,161.2028626,80.60143132,80.60143132,80.60143132,161.2028626,161.2028626,80.60143132,80.60143132,80.60143132,80.60143132,161.2028626,178.5221785,89.26108924,89.26108924,89.26108924,89.26108924,89.26108924,89.26108924,89.26108924,89.26108924,79.93530379,79.93530379,106.5804051,79.93530379,106.5804051,79.93530379,1612.028626,532.9020253,892.6108924
418,18,10,245.0869032,163.3912688,163.3912688,163.3912688,81.69563442,81.69563442,81.69563442,163.3912688,163.3912688,81.69563442,81.69563442,81.69563442,81.69563442,163.3912688,180.9457027,90.47285134,90.47285134,90.47285134,90.47285134,90.47285134,90.47285134,90.47285134,90.47285134,81.02046388,81.02046388,108.0272852,81.02046388,108.0272852,81.02046388,1633.912688,540.1364259,904.7285134
419,18,11,235.6183992,157.0789328,157.0789328,157.0789328,78.53946639,78.53946639,78.53946639,157.0789328,157.0789328,78.53946639,78.53946639,78.53946639,78.53946639,157.0789328,173.9551817,86.97759087,86.97759087,86.97759087,86.97759087,86.97759087,86.97759087,86.97759087,86.97759087,77.89037989,77.89037989,103.8538398,77.89037989,103.8538398,77.89037989,1570.789328,519.2691992,869.7759087
420,18,12,236.9460322,157.9640215,157.9640215,157.9640215,78.98201075,78.98201075,78.98201075,157.9640215,157.9640215,78.98201075,78.98201075,78.98201075,78.98201075,157.9640215,174.9353626,87.46768132,87.46768132,87.46768132,87.46768132,87.46768132,87.46768132,87.46768132,87.46768132,78.32926686,78.32926686,104.4390225,78.32926686,104.4390225,78.32926686,1579.640215,522.1951124,874.6768132
421,18,13,243.3945358,162.2630239,162.2630239,162.2630239,81.13151193,81.13151193,81.13151193,162.2630239,162.2630239,81.13151193,81.13151193,81.13151193,81.13151193,162.2630239,179.6962413,89.84812065,89.84812065,89.84812065,89.84812065,89.84812065,89.84812065,89.84812065,89.84812065,80.46100357,80.46100357,107.2813381,80.46100357,107.2813381,80.46100357,1622.630239,536.4066905,898.4812065
