hiy,diy,hid,DK1,DK2,
2208,93,0,1685,1070,
2209,93,1,1655,1029,
2210,93,2,1632,1005,
2211,93,3,1676,1009,
2212,93,4,1758,1050,
2213,93,5,1920,1161,
2214,93,6,2276,1379,
2215,93,7,2513,1584,
2216,93,8,2638,1677,
2217,93,9,2623,1726,
2218,93,10,2636,1736,
2219,93,11,2687,1707,
2220,93,12,2658,1670,
2221,93,13,2680,1673,
2222,93,14,2627,1658,
2223,93,15,2500,1597,
2224,93,16,2452,1597,
2225,93,17,2587,1688,
2226,93,18,2492,1671,
2227,93,19,2390,1613,
2228,93,20,2387,1630,
2229,93,21,2321,1535,
2230,93,22,2176,1396,
2231,93,23,1944,1251,
2232,94,0,1876,1164,
2233,94,1,1837,1105,
2234,94,2,1845,1086,
2235,94,3,1849,1105,
2236,94,4,1902,1138,
2237,94,5,2046,1244,
2238,94,6,2430,1456,
2239,94,7,2685,1629,
2240,94,8,2774,1729,
2241,94,9,2796,1743,
2242,94,10,2807,1768,
2243,94,11,2758,1744,
2244,94,12,2643,1720,
2245,94,13,2670,1711,
2246,94,14,2545,1684,
2247,94,15,2434,1648,
2248,94,16,2339,1641,
2249,94,17,2515,1706,
2250,94,18,2467,1683,
2251,94,19,2405,1629,
2252,94,20,2400,1640,
2253,94,21,2293,1545,
2254,94,22,2121,1390,
2255,94,23,1918,1236,
2256,95,0,1800,1131,
2257,95,1,1751,1080,
2258,95,2,1715,1058,
2259,95,3,1711,1063,
2260,95,4,1739,1089,
2261,95,5,1873,1192,
2262,95,6,2275,1425,
2263,95,7,2585,1651,
2264,95,8,2697,1738,
2265,95,9,2627,1773,
2266,95,10,2619,1796,
2267,95,11,2546,1771,
2268,95,12,2473,1724,
2269,95,13,2493,1689,
2270,95,14,2422,1655,
2271,95,15,2301,1582,
2272,95,16,2310,1614,
2273,95,17,2526,1717,
2274,95,18,2380,1705,
2275,95,19,2281,1651,
2276,95,20,2257,1625,
2277,95,21,2324,1526,
2278,95,22,2155,1380,
2279,95,23,2009,1240,
2280,96,0,1929,1134,
2281,96,1,1825,1084,
2282,96,2,1787,1059,
2283,96,3,1815,1067,
2284,96,4,1908,1089,
2285,96,5,2094,1204,
2286,96,6,2415,1417,
2287,96,7,2714,1623,
2288,96,8,2795,1699,
2289,96,9,2751,1739,
2290,96,10,2722,1755,
2291,96,11,2614,1725,
2292,96,12,2475,1699,
2293,96,13,2487,1668,
2294,96,14,2487,1630,
2295,96,15,2373,1634,
2296,96,16,2344,1663,
2297,96,17,2488,1712,
2298,96,18,2499,1710,
2299,96,19,2383,1670,
2300,96,20,2286,1633,
2301,96,21,2124,1528,
2302,96,22,1973,1357,
2303,96,23,1837,1220,
2304,97,0,1736,1140,
2305,97,1,1682,1077,
2306,97,2,1690,1044,
2307,97,3,1661,1062,
2308,97,4,1681,1082,
2309,97,5,1837,1187,
2310,97,6,2229,1389,
2311,97,7,2559,1598,
2312,97,8,2698,1684,
2313,97,9,2625,1715,
2314,97,10,2601,1742,
2315,97,11,2514,1727,
2316,97,12,2373,1697,
2317,97,13,2280,1646,
2318,97,14,2131,1585,
2319,97,15,2074,1552,
2320,97,16,2086,1537,
2321,97,17,2191,1621,
2322,97,18,2197,1642,
2323,97,19,2079,1577,
2324,97,20,2038,1557,
2325,97,21,1972,1469,
2326,97,22,1850,1360,
2327,97,23,1722,1231,
2328,98,0,1628,1151,
2329,98,1,1575,1088,
2330,98,2,1546,1061,
2331,98,3,1547,1046,
2332,98,4,1563,1052,
2333,98,5,1606,1087,
2334,98,6,1698,1128,
2335,98,7,1840,1222,
2336,98,8,1965,1375,
2337,98,9,1993,1475,
2338,98,10,2005,1523,
2339,98,11,1969,1528,
2340,98,12,1952,1493,
2341,98,13,1885,1471,
2342,98,14,1792,1458,
2343,98,15,1791,1436,
2344,98,16,1865,1466,
2345,98,17,2060,1558,
2346,98,18,2087,1593,
2347,98,19,2017,1534,
2348,98,20,2015,1508,
2349,98,21,2011,1429,
2350,98,22,1883,1334,
2351,98,23,1759,1240,
2352,99,0,1647,1145,
2353,99,1,1569,1079,
2354,99,2,1548,1043,
2355,99,3,1526,1045,
2356,99,4,1532,1050,
2357,99,5,1565,1076,
2358,99,6,1629,1112,
2359,99,7,1782,1222,
2360,99,8,1937,1349,
2361,99,9,1966,1433,
2362,99,10,1952,1484,
2363,99,11,1921,1486,
2364,99,12,1892,1450,
2365,99,13,1808,1428,
2366,99,14,1833,1395,
2367,99,15,1810,1362,
2368,99,16,1845,1376,
2369,99,17,2003,1455,
2370,99,18,2045,1489,
2371,99,19,1978,1467,
2372,99,20,1995,1472,
2373,99,21,1957,1413,
2374,99,22,1824,1288,
2375,99,23,1713,1168,
2376,100,0,1608,1090,
2377,100,1,1572,1037,
2378,100,2,1551,1031,
2379,100,3,1576,1031,
2380,100,4,1642,1034,
2381,100,5,1682,1116,
2382,100,6,1882,1252,
2383,100,7,2189,1438,
2384,100,8,2383,1594,
2385,100,9,2382,1678,
2386,100,10,2420,1697,
2387,100,11,2414,1676,
2388,100,12,2451,1654,
2389,100,13,2483,1643,
2390,100,14,2457,1615,
2391,100,15,2356,1579,
2392,100,16,2268,1570,
2393,100,17,2277,1632,
2394,100,18,2227,1643,
2395,100,19,2118,1575,
2396,100,20,2068,1569,
2397,100,21,2024,1500,
2398,100,22,1893,1381,
2399,100,23,1732,1264,
2400,101,0,1628,1160,
2401,101,1,1599,1106,
2402,101,2,1583,1097,
2403,101,3,1574,1104,
2404,101,4,1632,1110,
2405,101,5,1779,1200,
2406,101,6,2049,1338,
2407,101,7,2335,1549,
2408,101,8,2454,1674,
2409,101,9,2468,1730,
2410,101,10,2534,1760,
2411,101,11,2545,1729,
2412,101,12,2437,1680,
2413,101,13,2397,1646,
2414,101,14,2337,1626,
2415,101,15,2242,1566,
2416,101,16,2222,1545,
2417,101,17,2473,1636,
2418,101,18,2510,1659,
2419,101,19,2435,1615,
2420,101,20,2396,1599,
2421,101,21,2256,1522,
2422,101,22,2080,1379,
2423,101,23,1920,1262,
2424,102,0,1808,1171,
2425,102,1,1707,1113,
2426,102,2,1688,1081,
2427,102,3,1699,1084,
2428,102,4,1696,1099,
2429,102,5,1834,1163,
2430,102,6,2030,1312,
2431,102,7,2363,1506,
2432,102,8,2522,1642,
2433,102,9,2578,1711,
2434,102,10,2647,1749,
2435,102,11,2605,1752,
2436,102,12,2502,1726,
2437,102,13,2483,1733,
2438,102,14,2387,1694,
2439,102,15,2272,1654,
2440,102,16,2246,1625,
2441,102,17,2304,1687,
2442,102,18,2281,1664,
2443,102,19,2145,1592,
2444,102,20,2108,1597,
2445,102,21,2022,1552,
2446,102,22,1868,1410,
2447,102,23,1741,1278,
2448,103,0,1605,1173,
2449,103,1,1522,1132,
2450,103,2,1470,1080,
2451,103,3,1483,1083,
2452,103,4,1540,1092,
2453,103,5,1587,1085,
2454,103,6,1657,1135,
2455,103,7,1793,1248,
2456,103,8,1943,1372,
2457,103,9,2072,1475,
2458,103,10,2151,1518,
2459,103,11,2145,1518,
2460,103,12,2095,1499,
2461,103,13,2009,1437,
2462,103,14,1949,1415,
2463,103,15,1889,1418,
2464,103,16,1851,1413,
2465,103,17,2012,1479,
2466,103,18,2015,1508,
2467,103,19,1904,1468,
2468,103,20,1855,1470,
2469,103,21,1832,1432,
2470,103,22,1708,1350,
2471,103,23,1565,1253,
2472,104,0,1463,1163,
2473,104,1,1423,1097,
2474,104,2,1393,1062,
2475,104,3,1415,1068,
2476,104,4,1465,1065,
2477,104,5,1515,1102,
2478,104,6,1626,1142,
2479,104,7,1775,1227,
2480,104,8,1889,1338,
2481,104,9,1924,1421,
2482,104,10,2008,1482,
2483,104,11,2030,1458,
2484,104,12,2020,1439,
2485,104,13,1939,1413,
2486,104,14,1914,1394,
2487,104,15,1937,1373,
2488,104,16,1980,1402,
2489,104,17,2178,1468,
2490,104,18,2189,1476,
2491,104,19,2084,1438,
2492,104,20,2050,1434,
2493,104,21,2024,1415,
2494,104,22,1882,1324,
2495,104,23,1762,1243,
2496,105,0,1658,1155,
2497,105,1,1578,1089,
2498,105,2,1560,1077,
2499,105,3,1562,1069,
2500,105,4,1568,1076,
2501,105,5,1618,1099,
2502,105,6,1694,1134,
2503,105,7,1839,1240,
2504,105,8,2034,1390,
2505,105,9,2100,1525,
2506,105,10,2098,1596,
2507,105,11,2066,1629,
2508,105,12,2081,1617,
2509,105,13,2032,1569,
2510,105,14,2019,1539,
2511,105,15,2030,1506,
2512,105,16,2020,1513,
2513,105,17,2150,1590,
2514,105,18,2193,1624,
2515,105,19,2143,1563,
2516,105,20,2109,1524,
2517,105,21,2089,1487,
2518,105,22,1950,1406,
2519,105,23,1841,1324,
2520,106,0,1751,1242,
2521,106,1,1689,1183,
2522,106,2,1659,1151,
2523,106,3,1648,1137,
2524,106,4,1662,1141,
2525,106,5,1713,1155,
2526,106,6,1750,1171,
2527,106,7,1880,1264,
2528,106,8,2042,1387,
2529,106,9,2127,1458,
2530,106,10,2148,1509,
2531,106,11,2120,1501,
2532,106,12,2043,1476,
2533,106,13,2010,1401,
2534,106,14,1962,1367,
2535,106,15,1923,1364,
2536,106,16,1973,1384,
2537,106,17,2129,1461,
2538,106,18,2110,1464,
2539,106,19,2060,1428,
2540,106,20,2045,1440,
2541,106,21,2036,1428,
2542,106,22,1922,1354,
2543,106,23,1795,1269,
2544,107,0,1662,1200,
2545,107,1,1580,1133,
2546,107,2,1563,1105,
2547,107,3,1587,1093,
2548,107,4,1635,1096,
2549,107,5,1700,1119,
2550,107,6,1759,1147,
2551,107,7,1881,1261,
2552,107,8,2036,1394,
2553,107,9,2141,1505,
2554,107,10,2173,1563,
2555,107,11,2181,1561,
2556,107,12,2118,1542,
2557,107,13,2053,1495,
2558,107,14,1971,1452,
2559,107,15,1914,1428,
2560,107,16,1955,1447,
2561,107,17,2136,1554,
2562,107,18,2174,1589,
2563,107,19,2066,1496,
2564,107,20,2043,1478,
2565,107,21,1979,1452,
2566,107,22,1833,1341,
2567,107,23,1685,1229,
2568,108,0,1641,1161,
2569,108,1,1641,1117,
2570,108,2,1684,1121,
2571,108,3,1721,1135,
2572,108,4,1762,1182,
2573,108,5,1900,1233,
2574,108,6,2230,1431,
2575,108,7,2578,1547,
2576,108,8,2675,1595,
2577,108,9,2668,1682,
2578,108,10,2699,1680,
2579,108,11,2703,1713,
2580,108,12,2645,1712,
2581,108,13,2651,1707,
2582,108,14,2561,1705,
2583,108,15,2472,1665,
2584,108,16,2454,1638,
2585,108,17,2584,1734,
2586,108,18,2523,1774,
2587,108,19,2443,1696,
2588,108,20,2400,1639,
2589,108,21,2372,1616,
2590,108,22,2230,1472,
2591,108,23,2065,1334,
2592,109,0,1935,1230,
2593,109,1,1900,1186,
2594,109,2,1889,1167,
2595,109,3,1893,1195,
2596,109,4,1951,1217,
2597,109,5,2115,1307,
2598,109,6,2421,1503,
2599,109,7,2730,1703,
2600,109,8,2829,1800,
2601,109,9,2803,1814,
2602,109,10,2844,1798,
2603,109,11,2822,1770,
2604,109,12,2735,1712,
2605,109,13,2754,1725,
2606,109,14,2681,1714,
2607,109,15,2603,1690,
2608,109,16,2508,1675,
2609,109,17,2600,1762,
2610,109,18,2543,1732,
2611,109,19,2449,1660,
2612,109,20,2420,1631,
2613,109,21,2359,1599,
2614,109,22,2180,1461,
2615,109,23,1976,1303,
2616,110,0,1868,1208,
2617,110,1,1814,1140,
2618,110,2,1796,1115,
2619,110,3,1799,1128,
2620,110,4,1821,1164,
2621,110,5,1972,1248,
2622,110,6,2259,1432,
2623,110,7,2603,1653,
2624,110,8,2690,1767,
2625,110,9,2651,1769,
2626,110,10,2686,1769,
2627,110,11,2662,1742,
2628,110,12,2594,1734,
2629,110,13,2582,1729,
2630,110,14,2505,1700,
2631,110,15,2357,1665,
2632,110,16,2332,1656,
2633,110,17,2440,1738,
2634,110,18,2378,1712,
2635,110,19,2278,1626,
2636,110,20,2227,1561,
2637,110,21,2155,1517,
2638,110,22,1992,1366,
2639,110,23,1799,1224,
2640,111,0,1683,1140,
2641,111,1,1635,1094,
2642,111,2,1616,1070,
2643,111,3,1625,1062,
2644,111,4,1656,1095,
2645,111,5,1798,1184,
2646,111,6,2091,1369,
2647,111,7,2451,1598,
2648,111,8,2545,1698,
2649,111,9,2538,1731,
2650,111,10,2567,1753,
2651,111,11,2533,1756,
2652,111,12,2407,1719,
2653,111,13,2366,1701,
2654,111,14,2250,1675,
2655,111,15,2104,1627,
2656,111,16,2126,1656,
2657,111,17,2295,1745,
2658,111,18,2249,1734,
2659,111,19,2104,1647,
2660,111,20,1983,1544,
2661,111,21,1993,1509,
2662,111,22,1900,1393,
2663,111,23,1752,1317,
2664,112,0,1724,1245,
2665,112,1,1683,1189,
2666,112,2,1630,1150,
2667,112,3,1649,1137,
2668,112,4,1648,1119,
2669,112,5,1699,1128,
2670,112,6,1728,1166,
2671,112,7,1790,1281,
2672,112,8,1886,1421,
2673,112,9,2034,1548,
2674,112,10,2178,1592,
2675,112,11,2187,1583,
2676,112,12,2116,1540,
2677,112,13,2063,1509,
2678,112,14,2029,1482,
2679,112,15,1951,1450,
2680,112,16,1989,1475,
2681,112,17,2055,1540,
2682,112,18,2009,1533,
2683,112,19,1873,1472,
2684,112,20,1831,1447,
2685,112,21,1884,1427,
2686,112,22,1795,1324,
2687,112,23,1676,1230,
2688,113,0,1594,1165,
2689,113,1,1546,1119,
2690,113,2,1505,1096,
2691,113,3,1476,1078,
2692,113,4,1509,1074,
2693,113,5,1552,1078,
2694,113,6,1609,1112,
2695,113,7,1695,1224,
2696,113,8,1802,1354,
2697,113,9,1945,1448,
2698,113,10,2011,1496,
2699,113,11,2007,1496,
2700,113,12,1952,1497,
2701,113,13,1938,1491,
2702,113,14,1909,1485,
2703,113,15,1896,1470,
2704,113,16,1855,1466,
2705,113,17,2001,1548,
2706,113,18,1997,1571,
2707,113,19,1873,1478,
2708,113,20,1899,1440,
2709,113,21,1977,1446,
2710,113,22,1919,1326,
2711,113,23,1763,1200,
2712,114,0,1676,1115,
2713,114,1,1656,1044,
2714,114,2,1604,1011,
2715,114,3,1569,1044,
2716,114,4,1626,1061,
2717,114,5,1750,1146,
2718,114,6,2071,1373,
2719,114,7,2518,1590,
2720,114,8,2417,1721,
2721,114,9,2355,1885,
2722,114,10,2402,1918,
2723,114,11,2479,1898,
2724,114,12,2334,1907,
2725,114,13,2335,1893,
2726,114,14,2298,1862,
2727,114,15,1950,1733,
2728,114,16,1880,1687,
2729,114,17,2000,1764,
2730,114,18,1910,1754,
2731,114,19,1842,1680,
2732,114,20,1867,1605,
2733,114,21,1939,1607,
2734,114,22,1832,1465,
2735,114,23,1672,1294,
2736,115,0,1579,1202,
2737,115,1,1525,1146,
2738,115,2,1508,1127,
2739,115,3,1564,1136,
2740,115,4,1641,1159,
2741,115,5,1778,1247,
2742,115,6,2100,1445,
2743,115,7,2454,1635,
2744,115,8,2626,1681,
2745,115,9,2699,1726,
2746,115,10,2822,1763,
2747,115,11,2766,1746,
2748,115,12,2661,1736,
2749,115,13,2649,1712,
2750,115,14,2673,1689,
2751,115,15,2538,1630,
2752,115,16,2474,1627,
2753,115,17,2622,1702,
2754,115,18,2549,1681,
2755,115,19,2452,1607,
2756,115,20,2369,1564,
2757,115,21,2360,1542,
2758,115,22,2191,1398,
2759,115,23,2035,1253,
2760,116,0,1919,1171,
2761,116,1,1862,1138,
2762,116,2,1867,1122,
2763,116,3,1888,1130,
2764,116,4,1958,1165,
2765,116,5,2096,1235,
2766,116,6,2417,1442,
2767,116,7,2766,1643,
2768,116,8,2841,1730,
2769,116,9,2816,1752,
2770,116,10,2890,1794,
2771,116,11,2867,1725,
2772,116,12,2808,1755,
2773,116,13,2797,1746,
2774,116,14,2754,1723,
2775,116,15,2701,1665,
2776,116,16,2694,1659,
2777,116,17,2816,1755,
2778,116,18,2663,1731,
2779,116,19,2524,1622,
2780,116,20,2395,1557,
2781,116,21,2349,1558,
2782,116,22,2221,1435,
2783,116,23,2029,1287,
2784,117,0,1893,1194,
2785,117,1,1828,1135,
2786,117,2,1808,1102,
2787,117,3,1825,1114,
2788,117,4,1890,1159,
2789,117,5,2013,1225,
2790,117,6,2305,1417,
2791,117,7,2655,1627,
2792,117,8,2766,1707,
2793,117,9,2781,1726,
2794,117,10,2782,1751,
2795,117,11,2753,1718,
2796,117,12,2762,1724,
2797,117,13,2820,1718,
2798,117,14,2337,1672,
2799,117,15,1707,1609,
2800,117,16,1608,1616,
2801,117,17,1662,1701,
2802,117,18,1965,1677,
2803,117,19,2440,1623,
2804,117,20,2353,1571,
2805,117,21,2317,1410,
2806,117,22,2158,1406,
2807,117,23,1994,1225,
2808,118,0,1888,1121,
2809,118,1,1854,1068,
2810,118,2,1832,1047,
2811,118,3,1824,1043,
2812,118,4,1871,1081,
2813,118,5,1992,1162,
2814,118,6,2302,1377,
2815,118,7,2677,1616,
2816,118,8,2775,1718,
2817,118,9,2752,1770,
2818,118,10,2769,1804,
2819,118,11,2752,1795,
2820,118,12,2636,1764,
2821,118,13,2538,1713,
2822,118,14,2437,1656,
2823,118,15,2363,1613,
2824,118,16,2363,1649,
2825,118,17,2484,1734,
2826,118,18,2458,1724,
2827,118,19,2330,1644,
2828,118,20,2217,1567,
2829,118,21,2192,1520,
2830,118,22,2090,1403,
2831,118,23,1955,1287,
2832,119,0,1796,1210,
2833,119,1,1724,1152,
2834,119,2,1690,1097,
2835,119,3,1670,1094,
2836,119,4,1666,1103,
2837,119,5,1652,1119,
2838,119,6,1754,1185,
2839,119,7,1900,1316,
2840,119,8,2034,1462,
2841,119,9,2113,1552,
2842,119,10,2162,1628,
2843,119,11,2179,1607,
2844,119,12,2121,1579,
2845,119,13,2041,1540,
2846,119,14,1972,1506,
2847,119,15,1947,1472,
2848,119,16,1982,1500,
2849,119,17,2156,1594,
2850,119,18,2165,1609,
2851,119,19,2069,1515,
2852,119,20,2002,1450,
2853,119,21,1999,1451,
2854,119,22,1925,1356,
2855,119,23,1783,1257,
2856,120,0,1682,1179,
2857,120,1,1619,1121,
2858,120,2,1599,1094,
2859,120,3,1594,1081,
2860,120,4,1607,1094,
2861,120,5,1635,1089,
2862,120,6,1682,1125,
2863,120,7,1811,1233,
2864,120,8,1945,1357,
2865,120,9,2010,1425,
2866,120,10,1992,1458,
2867,120,11,1943,1441,
2868,120,12,1881,1424,
2869,120,13,1819,1404,
2870,120,14,1785,1366,
2871,120,15,1765,1345,
2872,120,16,1809,1357,
2873,120,17,1985,1456,
2874,120,18,1994,1477,
2875,120,19,1904,1432,
2876,120,20,1849,1384,
2877,120,21,1842,1389,
2878,120,22,1782,1302,
2879,120,23,1633,1182,
2880,121,0,1534,1075,
2881,121,1,1480,1023,
2882,121,2,1474,1010,
2883,121,3,1481,1016,
2884,121,4,1547,1041,
2885,121,5,1626,1083,
2886,121,6,1856,1242,
2887,121,7,2162,1437,
2888,121,8,2268,1531,
2889,121,9,2218,1620,
2890,121,10,2233,1705,
2891,121,11,2247,1687,
2892,121,12,2172,1665,
2893,121,13,2204,1627,
2894,121,14,2156,1603,
2895,121,15,1970,1556,
2896,121,16,1976,1557,
2897,121,17,2108,1565,
2898,121,18,2067,1534,
2899,121,19,2024,1465,
2900,121,20,1990,1413,
2901,121,21,1991,1406,
2902,121,22,1877,1297,
2903,121,23,1711,1169,
2904,122,0,1647,1086,
2905,122,1,1629,1035,
2906,122,2,1653,1033,
2907,122,3,1685,1038,
2908,122,4,1750,1073,
2909,122,5,1851,1126,
2910,122,6,2136,1354,
2911,122,7,2475,1574,
2912,122,8,2542,1650,
2913,122,9,2475,1660,
2914,122,10,2439,1672,
2915,122,11,2456,1670,
2916,122,12,2428,1663,
2917,122,13,2393,1663,
2918,122,14,2347,1641,
2919,122,15,2276,1608,
2920,122,16,2265,1591,
2921,122,17,2424,1680,
2922,122,18,2354,1660,
2923,122,19,2179,1576,
2924,122,20,2134,1493,
2925,122,21,2126,1469,
2926,122,22,2005,1352,
2927,122,23,1839,1205,
2928,123,0,1737,1122,
2929,123,1,1692,1052,
2930,123,2,1703,1028,
2931,123,3,1704,1028,
2932,123,4,1725,1063,
2933,123,5,1830,1134,
2934,123,6,2139,1358,
2935,123,7,2470,1596,
2936,123,8,2555,1679,
2937,123,9,2546,1700,
2938,123,10,2582,1722,
2939,123,11,2541,1698,
2940,123,12,2490,1688,
2941,123,13,2505,1729,
2942,123,14,2431,1652,
2943,123,15,2329,1604,
2944,123,16,2311,1591,
2945,123,17,2405,1648,
2946,123,18,2321,1603,
2947,123,19,2248,1541,
2948,123,20,2136,1456,
2949,123,21,2111,1443,
2950,123,22,2012,1331,
2951,123,23,1839,1205,
2952,124,0,1714,1104,
2953,124,1,1671,1051,
2954,124,2,1694,1027,
2955,124,3,1696,1016,
2956,124,4,1687,1050,
2957,124,5,1787,1109,
2958,124,6,2160,1334,
2959,124,7,2413,1540,
2960,124,8,2403,1640,
2961,124,9,2185,1532,
2962,124,10,2412,1720,
2963,124,11,2367,1710,
2964,124,12,2307,1780,
2965,124,13,2352,1797,
2966,124,14,2281,1680,
2967,124,15,2169,1586,
2968,124,16,2135,1581,
2969,124,17,2220,1672,
2970,124,18,2194,1645,
2971,124,19,2124,1543,
2972,124,20,2074,1478,
2973,124,21,2057,1454,
2974,124,22,1974,1345,
2975,124,23,1837,1186,
2976,125,0,1702,1110,
2977,125,1,1654,1067,
2978,125,2,1654,1046,
2979,125,3,1638,1049,
2980,125,4,1688,1075,
2981,125,5,1773,1135,
2982,125,6,2084,1345,
2983,125,7,2406,1565,
2984,125,8,2475,1674,
2985,125,9,2425,1705,
2986,125,10,2488,1737,
2987,125,11,2470,1739,
2988,125,12,2363,1729,
2989,125,13,2310,1722,
2990,125,14,2224,1657,
2991,125,15,2171,1592,
2992,125,16,2203,1607,
2993,125,17,2340,1705,
2994,125,18,2322,1684,
2995,125,19,2191,1589,
2996,125,20,2073,1499,
2997,125,21,2035,1465,
2998,125,22,1925,1370,
2999,125,23,1773,1261,
3000,126,0,1667,1178,
3001,126,1,1597,1115,
3002,126,2,1563,1074,
3003,126,3,1551,1069,
3004,126,4,1579,1069,
3005,126,5,1587,1057,
3006,126,6,1685,1111,
3007,126,7,1868,1236,
3008,126,8,2051,1367,
3009,126,9,2102,1458,
3010,126,10,2140,1490,
3011,126,11,2101,1471,
3012,126,12,2015,1455,
3013,126,13,1962,1426,
3014,126,14,1894,1393,
3015,126,15,1872,1353,
3016,126,16,1894,1355,
3017,126,17,2002,1425,
3018,126,18,2016,1449,
3019,126,19,1935,1393,
3020,126,20,1847,1334,
3021,126,21,1823,1344,
3022,126,22,1780,1299,
3023,126,23,1647,1194,
3024,127,0,1552,1104,
3025,127,1,1515,1039,
3026,127,2,1502,1005,
3027,127,3,1502,999,
3028,127,4,1520,1008,
3029,127,5,1516,987,
3030,127,6,1583,1030,
3031,127,7,1717,1142,
3032,127,8,1879,1283,
3033,127,9,1946,1381,
3034,127,10,1951,1436,
3035,127,11,1929,1448,
3036,127,12,1913,1459,
3037,127,13,1882,1445,
3038,127,14,1853,1395,
3039,127,15,1824,1379,
3040,127,16,1881,1394,
3041,127,17,2052,1471,
3042,127,18,2038,1501,
3043,127,19,1929,1454,
3044,127,20,1841,1396,
3045,127,21,1795,1377,
3046,127,22,1718,1284,
3047,127,23,1588,1150,
3048,128,0,1456,1069,
3049,128,1,1429,1009,
3050,128,2,1401,1002,
3051,128,3,1379,998,
3052,128,4,1427,1013,
3053,128,5,1495,1075,
3054,128,6,1826,1284,
3055,128,7,2139,1513,
3056,128,8,2278,1628,
3057,128,9,2314,1682,
3058,128,10,2404,1691,
3059,128,11,2445,1663,
3060,128,12,2351,1605,
3061,128,13,2355,1598,
3062,128,14,2315,1580,
3063,128,15,2262,1540,
3064,128,16,2261,1548,
3065,128,17,2441,1651,
3066,128,18,2389,1619,
3067,128,19,2303,1529,
3068,128,20,2198,1453,
3069,128,21,2165,1433,
3070,128,22,2061,1347,
3071,128,23,1886,1203,
3072,129,0,1779,1115,
3073,129,1,1753,1063,
3074,129,2,1752,1063,
3075,129,3,1788,1071,
3076,129,4,1838,1093,
3077,129,5,1937,1138,
3078,129,6,2257,1370,
3079,129,7,2602,1593,
3080,129,8,2746,1662,
3081,129,9,2746,1681,
3082,129,10,2799,1708,
3083,129,11,2767,1690,
3084,129,12,2706,1670,
3085,129,13,2701,1670,
3086,129,14,2626,1638,
3087,129,15,2539,1610,
3088,129,16,2517,1641,
3089,129,17,2652,1761,
3090,129,18,2516,1721,
3091,129,19,2391,1636,
3092,129,20,2289,1544,
3093,129,21,2247,1484,
3094,129,22,2144,1352,
3095,129,23,1953,1204,
3096,130,0,1841,1128,
3097,130,1,1770,1094,
3098,130,2,1755,1069,
3099,130,3,1772,1075,
3100,130,4,1823,1098,
3101,130,5,1947,1160,
3102,130,6,2285,1383,
3103,130,7,2660,1600,
3104,130,8,2765,1730,
3105,130,9,2755,1776,
3106,130,10,2795,1795,
3107,130,11,2784,1796,
3108,130,12,2710,1794,
3109,130,13,2765,1790,
3110,130,14,2717,1778,
3111,130,15,2611,1753,
3112,130,16,2577,1734,
3113,130,17,2729,1816,
3114,130,18,2661,1792,
3115,130,19,2536,1704,
3116,130,20,2416,1617,
3117,130,21,2350,1572,
3118,130,22,2222,1440,
3119,130,23,2034,1277,
3120,131,0,1859,1176,
3121,131,1,1800,1122,
3122,131,2,1779,1097,
3123,131,3,1789,1107,
3124,131,4,1842,1121,
3125,131,5,1985,1185,
3126,131,6,2289,1423,
3127,131,7,2660,1665,
3128,131,8,2778,1767,
3129,131,9,2742,1817,
3130,131,10,2789,1855,
3131,131,11,2777,1847,
3132,131,12,2711,1831,
3133,131,13,2705,1806,
3134,131,14,2635,1752,
3135,131,15,2484,1688,
3136,131,16,2451,1659,
3137,131,17,2482,1693,
3138,131,18,2418,1664,
3139,131,19,2280,1580,
3140,131,20,2155,1496,
3141,131,21,2093,1457,
3142,131,22,2028,1388,
3143,131,23,1854,1275,
3144,132,0,1723,1156,
3145,132,1,1655,1082,
3146,132,2,1604,1040,
3147,132,3,1588,1045,
3148,132,4,1569,1036,
3149,132,5,1565,1012,
3150,132,6,1653,1090,
3151,132,7,1789,1198,
3152,132,8,1884,1320,
3153,132,9,1950,1392,
3154,132,10,1946,1424,
3155,132,11,1940,1423,
3156,132,12,1917,1379,
3157,132,13,1861,1352,
3158,132,14,1794,1337,
3159,132,15,1777,1314,
3160,132,16,1834,1319,
3161,132,17,1976,1389,
3162,132,18,1981,1409,
3163,132,19,1885,1369,
3164,132,20,1812,1322,
3165,132,21,1801,1322,
3166,132,22,1732,1268,
3167,132,23,1604,1158,
3168,133,0,1511,1066,
3169,133,1,1470,1018,
3170,133,2,1445,995,
3171,133,3,1444,999,
3172,133,4,1487,1006,
3173,133,5,1492,986,
3174,133,6,1549,1044,
3175,133,7,1692,1141,
3176,133,8,1857,1215,
3177,133,9,1942,1336,
3178,133,10,2004,1446,
3179,133,11,1981,1438,
3180,133,12,1931,1411,
3181,133,13,1891,1375,
3182,133,14,1881,1330,
3183,133,15,1873,1310,
3184,133,16,1952,1327,
3185,133,17,2091,1394,
3186,133,18,2097,1424,
3187,133,19,1992,1368,
3188,133,20,1887,1294,
3189,133,21,1856,1295,
3190,133,22,1796,1222,
3191,133,23,1683,1164,
3192,134,0,1591,1072,
3193,134,1,1497,1005,
3194,134,2,1457,997,
3195,134,3,1464,1006,
3196,134,4,1492,1001,
3197,134,5,1490,984,
3198,134,6,1543,1021,
3199,134,7,1691,1124,
3200,134,8,1849,1246,
3201,134,9,1938,1350,
3202,134,10,1974,1412,
3203,134,11,1961,1409,
3204,134,12,1919,1385,
3205,134,13,1878,1372,
3206,134,14,1835,1357,
